1,2,2
1,2,8
1,2,50
1,3,5
1,3,37
1,22,55
1,27,21
1,27,69
1,28,12
1,29,107
1,29,121
1,30,22
1,30,53
1,30,59
1,31,13
1,31,86
1,32,4
1,35,13
1,35,30
1,35,82
1,35,97
1,35,118
1,37,3
1,38,74
1,38,126
1,38,143
1,38,186
1,40,112
1,44,8
1,45,18
1,45,91
1,49,32
1,50,4
1,53,5
1,55,108
1,56,9
1,58,5
1,62,3
1,64,97
1,68,85
1,68,95
1,70,5
2,5,81
2,5,96
2,9,85
2,13,61
2,13,108
2,14,5
2,14,11
2,22,99
2,24,7
2,24,25
2,30,21
3,1,9
3,1,37
3,1,44
3,3,32
3,4,17
3,5,48
3,8,4
3,10,104
3,14,37
3,14,88
3,15,14
3,15,28
3,15,108
3,18,2
3,20,15
3,22,34
3,22,93
3,25,15
3,25,60
3,27,3
3,29,21
3,29,63
3,31,105
3,33,68
3,34,139
3,36,115
3,36,180
3,37,106
3,38,6
3,38,24
3,38,87
3,39,22
3,39,27
3,39,124
3,40,25
3,40,112
3,41,17
3,45,80
3,45,183
3,50,97
3,51,69
3,52,79
3,52,109
4,3,90
4,8,123
4,9,13
4,15,48
4,15,81
4,16,10
4,16,163
4,18,43
4,18,118
4,18,125
4,19,84
4,19,185
4,20,70
4,23,93
4,24,57
4,27,16
4,28,15
4,29,53
4,30,53
4,30,65
4,30,88
4,31,75
4,31,92
4,31,140
4,33,23
4,36,1
4,38,1
