1,13,40
1,28,136
1,29,42
1,29,113
1,38,142
1,38,165
1,39,34
1,39,56
1,40,43
1,42,179
1,43,5
1,49,94
1,55,126
1,56,1
1,67,16
2,7,58
2,9,52
2,13,112
2,28,60
3,9,92
3,11,3
3,14,108
3,15,41
3,36,33
3,36,240
3,38,79
3,38,91
3,39,56
3,39,128
3,40,71
3,42,80
3,45,10
3,46,107
3,47,88
3,49,42
3,49,77
3,49,171
4,6,74
4,6,120
4,15,47
4,16,4
4,17,16
4,18,78
4,19,150
4,20,29
4,21,3
4,22,38
4,22,56
4,25,2
4,26,37
4,29,44
4,33,71
4,34,82
4,39,39
4,39,91
4,40,78
4,40,111
