1,2,49
1,5,18
1,6,5
1,7,2
1,9,7
1,11,46
1,13,7
1,18,6
1,19,14
1,20,20
1,20,33
1,21,24
1,22,67
1,27,25
1,28,19
1,28,38
1,28,86
1,29,63
1,29,86
1,34,63
1,36,104
1,38,69
1,38,113
1,38,158
1,40,38
1,40,55
1,42,16
1,44,21
1,46,19
1,46,40
1,47,14
1,47,36
1,47,51
1,47,65
1,48,42
1,55,66
1,55,115
1,58,4
1,61,96
1,64,2
1,64,22
1,67,4
1,67,94
1,68,29
2,3,16
2,4,107
2,5,36
2,7,29
2,7,75
2,8,28
2,8,61
2,11,53
2,11,60
2,12,74
2,26,8
2,29,31
2,30,11
3,1,56
3,4,86
3,10,42
3,10,63
3,10,97
3,12,94
3,16,11
3,16,41
3,19,138
3,19,157
3,20,109
3,22,47
3,25,24
3,33,111
3,34,10
3,34,31
3,35,97
3,36,204
3,36,216
3,38,152
3,41,57
3,41,86
3,43,133
3,45,83
3,45,170
3,45,232
3,46,8
3,46,17
3,46,33
3,47,12
3,47,91
3,50,49
3,53,67
4,2,60
4,6,57
4,8,43
4,15,73
4,16,93
4,16,102
4,17,42
4,18,85
4,19,63
4,22,104
4,22,138
4,23,92
4,24,15
4,26,31
4,30,12
4,30,52
4,31,115
4,33,79
4,35,23
4,35,35
4,35,39
4,36,11
4,40,46
