1,4,30
1,6,23
1,7,43
1,11,47
1,13,2
1,13,9
1,13,17
1,16,14
1,22,54
1,24,7
1,24,14
1,24,22
1,27,79
1,28,161
1,29,130
1,34,27
1,34,33
1,34,82
1,35,60
1,35,84
1,35,85
1,40,90
1,41,4
1,41,24
1,42,61
1,42,71
1,42,174
1,45,80
1,45,96
1,46,61
1,47,30
1,47,63
1,50,57
1,50,78
1,52,36
1,52,54
1,53,79
1,55,100
1,55,135
1,61,102
1,63,21
1,63,59
1,65,59
1,66,32
1,66,52
1,66,76
1,67,116
1,68,49
2,2,34
2,4,4
2,4,46
2,5,105
2,5,108
2,7,14
2,7,35
2,9,45
2,10,16
2,10,28
2,11,22
2,12,25
2,12,73
2,13,39
2,13,45
2,13,124
2,14,9
2,14,41
2,16,19
2,26,3
2,27,11
2,28,16
2,28,21
2,28,51
