1,2,21
1,2,98
1,21,87
1,27,16
1,30,45
1,31,80
1,34,73
1,36,18
1,38,122
1,42,22
1,45,45
1,47,57
1,50,50
1,50,128
1,55,124
1,55,130
1,57,56
1,61,64
1,62,7
1,63,23
1,64,15
1,64,104
1,64,115
1,65,3
1,65,34
1,65,49
1,66,49
1,67,102
1,67,129
1,68,34
1,70,45
2,8,56
2,13,5
2,13,65
2,22,96
2,27,46
2,27,72
2,28,37
2,28,74
2,29,7
3,6,94
3,12,54
3,12,123
3,15,32
3,18,26
3,18,43
3,18,70
3,22,63
3,24,8
3,30,9
3,30,72
3,31,99
3,33,90
3,36,72
3,38,96
3,43,96
3,48,72
3,49,208
3,50,187
3,51,58
3,52,1
3,53,86
4,3,52
4,5,59
4,9,17
4,12,9
4,12,43
4,12,65
4,23,24
4,27,13
4,29,11
4,29,33
4,29,45
4,29,90
4,30,70
4,30,136
4,31,117
4,31,124
4,34,51
4,40,90
